timestamp,views,likes,retweets,replies,hasImages,keywords,tweetUrl,text,translated_text,hasVideo
2026-09-03T20:04:10.000+08:00,68150,1.1K,140,40,no,"nvidia","https://x.com/nvidianewsroom/status/2095482986087268408","NEWS: NVIDIA has entered into a definitive agreement to acquire  @huggingface , bringing together two companies with a shared commitment to advancing truly open-source AI.   NVIDIA plans to help scale Hugging Face’s platform, strengthen its infrastructure and expand access to AI","NEWS: NVIDIA has entered into a definitive agreement to acquire  @huggingface , bringing together two companies with a shared commitment to advancing truly open-source AI.   NVIDIA plans to help scale Hugging Face’s platform, strengthen its infrastructure and expand access to AI",no
2026-09-03T20:12:33.000+08:00,2874,9,1,,no,"","https://x.com/nvidianewsroom/status/2095485093360087536","","",no
2026-08-31T20:33:44.000+08:00,147952,359,69,12,yes,"nvidia; mediatek; rack","https://x.com/nvidianewsroom/status/2094403261814177910","NEWS:  @nvidia  and  @MediaTek  are deepening their collaboration across cloud AI factories, local AI computing and automotive.  MediaTek will adopt NVIDIA NVLink Fusion to help customers bring custom XPUs into NVIDIA NVLink-connected, rack-scale AI factories.  Learn more:","NEWS:  @nvidia  and  @MediaTek  are deepening their collaboration across cloud AI factories, local AI computing and automotive.  MediaTek will adopt NVIDIA NVLink Fusion to help customers bring custom XPUs into NVIDIA NVLink-connected, rack-scale AI factories.  Learn more:",no
2026-08-28T06:42:27.000+08:00,52450,747,63,10,no,"hynix; semiconductor; memory","https://x.com/nvidianewsroom/status/2093106898820120919","Advanced memory is foundational to the next generation of AI.   Congratulations to  @SKhynix  on this milestone in Indiana and their continued investment in U.S. semiconductor manufacturing.","Advanced memory is foundational to the next generation of AI.   Congratulations to  @SKhynix  on this milestone in Indiana and their continued investment in U.S. semiconductor manufacturing.",no
2026-08-27T05:07:38.000+08:00,79288,863,143,29,no,"nvidia; gpu; cpu","https://x.com/nvidianewsroom/status/2092720651576414611","NVIDIA and  @awscloud  are expanding the partnership across the full stack — GPUs, CPUs, networking, open models and software — to make agentic and physical AI real at a pace and scale that only we can deliver together.  What that looks like:  2 million additional NVIDIA GPUs","NVIDIA and  @awscloud  are expanding the partnership across the full stack — GPUs, CPUs, networking, open models and software — to make agentic and physical AI real at a pace and scale that only we can deliver together.  What that looks like:  2 million additional NVIDIA GPUs",no
2026-08-27T04:27:40.000+08:00,41791,539,107,25,no,"nvidia; data center","https://x.com/nvidianewsroom/status/2092710593274745294","NEWS: NVIDIA announces financial results for second quarter fiscal 2027.   Revenue of $96.2 billion, up 106% from a year ago  Data Center revenue of $89.0 billion, up 117% from a year ago  Read more:","NEWS: NVIDIA announces financial results for second quarter fiscal 2027.   Revenue of $96.2 billion, up 106% from a year ago  Data Center revenue of $89.0 billion, up 117% from a year ago  Read more:",no
2026-08-24T23:27:05.000+08:00,33279,459,67,18,no,"nvidia; gpu; cpu","https://x.com/nvidianewsroom/status/2091910170796298448","The first CPU built for agents is now at work at massive scale.   @SpaceXAI  is deploying NVIDIA Vera to power agentic AI — faster agents, GPUs fully utilized, and a single architecture from Earth to orbit.  Read more ","The first CPU built for agents is now at work at massive scale.   @SpaceXAI  is deploying NVIDIA Vera to power agentic AI — faster agents, GPUs fully utilized, and a single architecture from Earth to orbit.  Read more ",no
2026-08-24T23:03:43.000+08:00,191981,779,123,25,no,"nvidia; chip","https://x.com/nvidianewsroom/status/2091904293343252534","NEWS: NVIDIA Groq 3 LPX is now in full production.  NVIDIA Vera Rubin NVL72 is the foundation of every AI factory. Paired with Groq 3 LPX, it unlocks faster, smarter agents and breakthrough user experiences.   Through extreme co-design across seven chips and five purpose-built","NEWS: NVIDIA Groq 3 LPX is now in full production.  NVIDIA Vera Rubin NVL72 is the foundation of every AI factory. Paired with Groq 3 LPX, it unlocks faster, smarter agents and breakthrough user experiences.   Through extreme co-design across seven chips and five purpose-built",no
2026-08-08T18:27:23.000+08:00,59.8K,384,67,32,yes,"nvidia; arm","https://x.com/nvidianewsroom/status/2086036542502384018/photo/1","Today in Armenia,  @FirebirdCloudAI  announced the launch of the CIS region's largest AI factory, designed to bring global demand for AI infrastructure, local development opportunities and new economic growth to the region.  Powered by NVIDIA accelerated computing with  @Dell  and  @SchneiderElec , the facility will provide developers, enterprises, universities and public institutions with the infrastructure to build and deploy AI at scale.  Read more:  https:// blogs.nvidia.com/blog/firebird- ai-factory-armenia-blackwell-rubin-dsx?ncid=so-twit-338765 …","Today in Armenia,  @FirebirdCloudAI  announced the launch of the CIS region's largest AI factory, designed to bring global demand for AI infrastructure, local development opportunities and new economic growth to the region.  Powered by NVIDIA accelerated computing with  @Dell  and  @SchneiderElec , the facility will provide developers, enterprises, universities and public institutions with the infrastructure to build and deploy AI at scale.  Read more:  https:// blogs.nvidia.com/blog/firebird- ai-factory-armenia-blackwell-rubin-dsx?ncid=so-twit-338765 …",no
2026-08-17T20:42:15.000+08:00,2961,8,,,no,"","https://x.com/nvidianewsroom/status/2089331974636720161","","",no
